HC,5391,UTI ADULTO,24.127,MC,2024-07-09 15:01:02.421000,RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,3519.58,VENTILADOR UTI,MAQUET,SERVO AIR,"HCPE-1759,759.981",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,Unnamed: 14,2024-04-03 12:01:04.906000,2024-07-09 15:00:33.378000,97,Concluído,O.S,Tipo,Modelo,Marca,Data Início SE,Data Conclusão SE,Custo,"Identificador (Patrimônio, ID, TAG)"
HC,5391,UTI ADULTO,24.431,MC,2024-07-09 15:20:40.605000,RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,4049.53,VENTILADOR UTI,MAQUET,SERVO AIR,"HCPE-1762,759.983",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-07-09 15:15:23.382000,2024-07-09 15:20:04.973000,0.0,Concluído,,,,,,,,
HC,5391,UTI ADULTO,24.432,MC,2024-07-09 15:58:57.026000,RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,3602.7,VENTILADOR UTI,MAQUET,SERVO AIR,"HCPE-3063,",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-07-09 15:42:16.407000,2024-07-09 15:58:23.009000,0.0,Concluído,,,,,,,,
HC,5391,UTI ADULTO,24.433,MC,2024-07-09 16:12:52.327000,RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,3285.65,VENTILADOR UTI,MAQUET,SERVO AIR,"HCPE-1754,759.975",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-07-09 16:08:03.797000,2024-07-09 16:12:28.069000,0.0,Concluído,,,,,,,,
HC,5393,UPME,24.535,MC,2024-08-20 14:09:17.827000,VIRTUSMED SERVIÇOS E MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES LTDA,900.0,SERRA CIRURGICA OSSEA PNEUMATICA RECIPROCANTE ESTERNO,MACOM,MA-8000,"HCPE-3001,",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-08-20 14:05:33.422000,2024-08-20 14:08:34.045000,0.0,Concluído,,,,,,,,
HC,5370,UACAP,24.375,MC,2024-08-20 14:22:18.783000,"VALIDASERV SOLUCOES EM VALIDACAO, COMERCIO DE MÁQUINAS E EQUIPAMENTOS LTDA",1750.0,AUTOCLAVE,PHOENIX LUFERCO,AV-225,"HCPE-1275,416.028",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-07-02 14:50:50.771000,2024-08-20 14:21:44.153000,48.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.54,MC,2024-08-21 15:12:24.667000,SUPPORTCARE TECNOLOGIA HOSPITALAR,2100.0,SIS RADIOGRAFICO FILME,PHILIPS,COMPACTO PLUS,"HCPE-1506,760.706,6021/2012",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-08-21 15:08:03.313000,2024-08-21 15:11:31.341000,0.0,Concluído,,,,,,,,
HC,5381,USCV,24.541,MC,2024-08-21 16:25:46.078000,MEDIHELPER SUPORTE TÉCNICO EM BIOTECNOLOGIA LTDA,4142.9,ELETROCARDIOGRAFO,MICROMED,ERGO PC-13,HCPE-2390,SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-08-21 16:10:29.143000,2024-08-21 16:24:55.588000,0.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.661,MC,2024-09-18 14:38:00.422000,SUPPORTCARE TECNOLOGIA HOSPITALAR,47000.07,INJETOR MEIO CONTRASTE,BAYER,SPECTRIS SOLARIS EP,HCPE-2105,SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-09-18 14:21:57.873000,2024-09-18 14:37:17.977000,0.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.883,MC,2024-10-15 14:26:50.049000,SUPPORTCARE TECNOLOGIA HOSPITALAR,2942.04,RAIO-X,PHILIPS,COMPACTO PLUS-500,"HCPE-1505,1576/2011",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-15 14:18:35.607000,2024-10-15 14:25:35.006000,0.0,Concluído,,,,,,,,
HC,5391,UTI ADULTO,24.9,MC,2024-10-17 10:07:47.681000,RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA,3672.78,VENTILADOR UTI,MAQUET,SERVO AIR,"HCPE-1765,759.985",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-17 10:02:30.874000,2024-10-17 10:07:14.282000,0.0,Concluído,,,,,,,,
HC,5395,UTIPN,24.902,MC,2024-10-17 13:03:24.185000,KESA COMÉRCIO E SERVIÇOS TÉCNICOS LTDA,4156.05,VENTILADOR UTI,INTERMED,IX-5,"HCPE-2487,764.151",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-17 12:59:01.687000,2024-10-17 13:02:55.211000,0.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.301,MC,2024-10-17 13:14:29.065000,ASSISTEC INSTRUMENTAÇÃO CIENTÍFICA,8843.13,VIDEO GASTROSCOPIO,OLYMPUS,GIF H-170,"HCPE-2908,",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-06-26 13:20:21.027000,2024-10-17 13:13:55.708000,112.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.906,MC,2024-10-18 07:40:30.966000,ASSISTEC INSTRUMENTAÇÃO CIENTÍFICA,4432.27,VIDEO GASTROSCOPIO,OLYMPUS,GIF Q-150,HCPE-2048,SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-18 07:32:41.597000,2024-10-18 07:38:47.135000,0.0,Concluído,,,,,,,,
HC,5370,UACAP,24.859,MC,2024-10-18 07:59:40.524000,MEDSERV EQUIPAMENTOS DESAUDE LTDA,1660.0,MICROSCOPIO LAB,OLYMPUS,BX-41-TF,"HCPE-0224,414.000",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-11 13:50:46.724000,2024-10-18 07:58:31.932000,6.0,Concluído,,,,,,,,
HC,5394,UNIBC,24.908,MC,2024-10-18 09:41:12.366000,GUEDES E MELO LTDA,13001.4,MESA CIRURGICA,MAQUET,ALPHASTAR-1132,"HCPE-1562,410.890",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-18 09:32:42.647000,2024-10-18 09:40:46.512000,0.0,Concluído,,,,,,,,
HC,5369,UNIDI,24.909,MC,2024-10-18 10:24:42.577000,CARLOS A FIGUEIREDO DOS SANTOS MANUTENÇAO DE EQUIPAMENTO,2100.0,WORKSTATION,AGFA,NX MIXED,"HCPE-1945,6369/2012",SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-18 10:15:22.974000,2024-10-18 10:24:06.743000,0.0,Concluído,,,,,,,,
HC,5385,USU,24.466,MC,2024-10-18 10:58:50.112000,HEMOLAIF EQUIPAMENTOS HOSPITALARES LTDA,1280.0,REPROCESSADOR DIALISADOR,SAUBERN,QUALITY-1,HCPE-2073,SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-08-20 08:32:19.381000,2024-10-18 10:57:20.472000,59.0,Concluído,,,,,,,,
HC,5387,UOH,24.91,MC,2024-10-18 11:08:47.093000,HEMOLAIF EQUIPAMENTOS HOSPITALARES LTDA,1280.0,REPROCESSADOR DIALISADOR,SAUBERN,QUALITY-1,HCPE-2074,SETOR DE ENGENHARIA CLÍNCA (CONTRATO),Orçamento,,2024-10-18 11:05:53.525000,2024-10-18 11:08:22.724000,0.0,Concluído,,,,,,,,
